file_name,rows,columns
smart_manufacturing_data.csv,100000,"timestamp, machine_id, temperature, vibration, humidity, pressure, energy_consumption, machine_status, anomaly_flag, predicted_remaining_life, failure_type, downtime_risk, maintenance_required"
manufacturing_defect_dataset.csv,3240,"ProductionVolume, ProductionCost, SupplierQuality, DeliveryDelay, DefectRate, QualityScore, MaintenanceHours, DowntimePercentage, InventoryTurnover, StockoutRate, WorkerProductivity, SafetyIncidents, EnergyConsumption, EnergyEfficiency, AdditiveProcessTime, AdditiveMaterialCost, DefectStatus"
smart_logistics_dataset.csv,1000,"Timestamp, Asset_ID, Latitude, Longitude, Inventory_Level, Shipment_Status, Temperature, Humidity, Traffic_Status, Waiting_Time, User_Transaction_Amount, User_Purchase_Frequency, Logistics_Delay_Reason, Asset_Utilization, Demand_Forecast, Logistics_Delay"
supply_chain_data.csv,100,"Product type, SKU, Price, Availability, Number of products sold, Revenue generated, Customer demographics, Stock levels, Lead times, Order quantities, Shipping times, Shipping carriers, Shipping costs, Supplier name, Location, Lead time, Production volumes, Manufacturing lead time, Manufacturing costs, Inspection results, Defect rates, Transportation modes, Routes, Costs"
smart_maintenance_dataset.csv,1430,"Machine_ID, Temp_C, Vibration_mm_s, Pressure_Bar, Acoustic_dB, Inspection_Duration_min, Downtime_Cost_USD, Technician_Availability_pct, Failure_Prob, Maintenance_Priority"
dynamic_supply_chain_logistics_dataset.csv,32065,"timestamp, vehicle_gps_latitude, vehicle_gps_longitude, fuel_consumption_rate, eta_variation_hours, traffic_congestion_level, warehouse_inventory_level, loading_unloading_time, handling_equipment_availability, order_fulfillment_status, weather_condition_severity, port_congestion_level, shipping_costs, supplier_reliability_score, lead_time_days, historical_demand, iot_temperature, cargo_condition_status, route_risk_level, customs_clearance_time, driver_behavior_score, fatigue_monitoring_score, disruption_likelihood_score, delay_probability, risk_classification, delivery_time_deviation"
Car_SupplyChainManagementDataSet.csv,1000,"SupplierID, SupplierAddress, SupplierName, SupplierContactDetails, ProductID, CarMaker, CarModel, CarColor, CarModelYear, CarPrice, CustomerID, CustomerName, Gender, JobTitle, PhoneNumber, EmailAddress, City, Country, CountryCode, State, CustomerAddress, OrderDate, OrderID, ShipDate, ShipMode, Shipping, PostalCode, Sales, Quantity, Discount, CreditCardType, CreditCard, CustomerFeedback"
